codigo_provincia,codigo_departamento,codigo_circuito,codigo_mesa,codigo_partido,votos
6,1,1,5,518,9
6,1,1,5,3123,75
6,1,1,5,3124,51
6,1,1,6,9001,345
6,1,1,6,9002,240
6,1,1,6,9003,0
6,1,1,6,9004,19
6,1,1,6,9005,2
6,1,1,6,9006,0
6,1,1,6,60,2
6,1,1,6,14,8
6,1,1,6,179,2
6,1,1,6,182,9
6,1,1,6,3119,1
6,1,1,6,3122,8
6,1,1,6,3120,2
6,1,1,6,3118,39
6,1,1,6,518,16
6,1,1,6,3123,77
6,1,1,6,3124,55
6,1,1,7,9001,345
6,1,1,7,9002,243
6,1,1,7,9003,0
6,1,1,7,9004,15
6,1,1,7,9005,3
6,1,1,7,9006,1
6,1,1,7,60,1
6,1,1,7,14,12
6,1,1,7,179,3
6,1,1,7,182,9
6,1,1,7,3119,1
6,1,1,7,3122,10
6,1,1,7,3120,0
6,1,1,7,3118,54
6,1,1,7,518,17
6,1,1,7,3123,71
6,1,1,7,3124,46
6,1,1,8,9001,345
6,1,1,8,9002,257
6,1,1,8,9003,0
6,1,1,8,9004,0
6,1,1,8,9005,0
6,1,1,8,9006,0
6,1,1,8,60,1
6,1,1,8,14,17
6,1,1,8,179,3
6,1,1,8,182,10
6,1,1,8,3119,1
6,1,1,8,3122,13
6,1,1,8,3120,0
6,1,1,8,3118,55
6,1,1,8,518,13
6,1,1,8,3123,99
6,1,1,8,3124,29
6,1,1,9,9001,344
6,1,1,9,9002,261
6,1,1,9,9003,0
6,1,1,9,9004,21
6,1,1,9,9005,4
6,1,1,9,9006,0
6,1,1,9,60,2
6,1,1,9,14,12
6,1,1,9,179,4
6,1,1,9,182,17
6,1,1,9,3119,0
6,1,1,9,3122,14
6,1,1,9,3120,4
6,1,1,9,3118,52
6,1,1,9,518,7
6,1,1,9,3123,83
6,1,1,9,3124,41
6,1,1,10,9001,344
6,1,1,10,9002,262
6,1,1,10,9003,0
6,1,1,10,9004,22
6,1,1,10,9005,3
6,1,1,10,9006,0
6,1,1,10,60,4
6,1,1,10,14,11
6,1,1,10,179,7
6,1,1,10,182,9
6,1,1,10,3119,1
6,1,1,10,3122,6
6,1,1,10,3120,5
6,1,1,10,3118,41
6,1,1,10,518,14
6,1,1,10,3123,97
6,1,1,10,3124,42
6,1,1,11,9001,344
6,1,1,11,9002,256
6,1,1,11,9003,0
6,1,1,11,9004,2
6,1,1,11,9005,5
6,1,1,11,9006,0
6,1,1,11,60,0
6,1,1,11,14,18
6,1,1,11,179,3
6,1,1,11,182,12
6,1,1,11,3119,1
6,1,1,11,3122,8
6,1,1,11,3120,3
6,1,1,11,3118,40
6,1,1,11,518,12
6,1,1,11,3123,91
6,1,1,11,3124,52
6,1,1,12,9001,344
6,1,1,12,9002,250
6,1,1,12,9003,0
6,1,1,12,9004,18
6,1,1,12,9005,7
6,1,1,12,9006,0
6,1,1,12,60,1
6,1,1,12,14,8
6,1,1,12,179,2
6,1,1,12,182,12
6,1,1,12,3119,1
6,1,1,12,3122,7
6,1,1,12,3120,2
6,1,1,12,3118,49
6,1,1,12,518,19
6,1,1,12,3123,84
6,1,1,12,3124,40
6,1,1,13,9001,344
6,1,1,13,9002,254
6,1,1,13,9003,0
6,1,1,13,9004,15
6,1,1,13,9005,2
6,1,1,13,9006,0
6,1,1,13,60,0
6,1,1,13,14,10
6,1,1,13,179,1
6,1,1,13,182,15
6,1,1,13,3119,2
6,1,1,13,3122,9
6,1,1,13,3120,2
6,1,1,13,3118,53
6,1,1,13,518,14
6,1,1,13,3123,92
6,1,1,13,3124,39
6,1,1,14,9001,344
6,1,1,14,9002,243
6,1,1,14,9003,0
6,1,1,14,9004,14
6,1,1,14,9005,2
6,1,1,14,9006,0
6,1,1,14,60,3
6,1,1,14,14,16
6,1,1,14,179,5
6,1,1,14,182,12
6,1,1,14,3119,2
6,1,1,14,3122,5
6,1,1,14,3120,1
6,1,1,14,3118,51
6,1,1,14,518,12
6,1,1,14,3123,72
6,1,1,14,3124,48
6,1,2,15,9001,336
6,1,2,15,9002,238
6,1,2,15,9003,1
6,1,2,15,9004,9
6,1,2,15,9005,5
6,1,2,15,9006,0
6,1,2,15,60,3
6,1,2,15,14,15
6,1,2,15,179,8
6,1,2,15,182,16
6,1,2,15,3119,0
6,1,2,15,3122,7
6,1,2,15,3120,0
6,1,2,15,3118,38
6,1,2,15,518,16
6,1,2,15,3123,77
6,1,2,15,3124,43
6,1,2,16,9001,336
6,1,2,16,9002,241
6,1,2,16,9003,0
6,1,2,16,9004,10
6,1,2,16,9005,2
6,1,2,16,9006,0
6,1,2,16,60,3
6,1,2,16,14,15
6,1,2,16,179,4
6,1,2,16,182,12
6,1,2,16,3119,0
6,1,2,16,3122,9
6,1,2,16,3120,2
6,1,2,16,3118,50
6,1,2,16,518,17
6,1,2,16,3123,74
6,1,2,16,3124,43
6,1,2,17,9001,335
6,1,2,17,9002,0
6,1,2,17,9003,0
6,1,2,17,9004,10
6,1,2,17,9005,4
6,1,2,17,9006,1
6,1,2,17,60,2
6,1,2,17,14,20
6,1,2,17,179,3
6,1,2,17,182,10
6,1,2,17,3119,1
6,1,2,17,3122,15
6,1,2,17,3120,0
6,1,2,17,3118,49
6,1,2,17,518,15
6,1,2,17,3123,82
6,1,2,17,3124,40
6,1,2,18,9001,334
6,1,2,18,9002,248
6,1,2,18,9003,0
6,1,2,18,9004,14
6,1,2,18,9005,2
6,1,2,18,9006,0
6,1,2,18,60,1
6,1,2,18,14,12
6,1,2,18,179,4
6,1,2,18,182,10
6,1,2,18,3119,0
6,1,2,18,3122,7
6,1,2,18,3120,2
6,1,2,18,3118,42
6,1,2,18,518,10
6,1,2,18,3123,99
6,1,2,18,3124,45
6,1,2,19,9001,335
6,1,2,19,9002,257
6,1,2,19,9003,0
6,1,2,19,9004,1
6,1,2,19,9005,2
6,1,2,19,9006,1
6,1,2,19,60,1
6,1,2,19,14,11
6,1,2,19,179,5
6,1,2,19,182,12
6,1,2,19,3119,3
6,1,2,19,3122,10
6,1,2,19,3120,3
6,1,2,19,3118,41
6,1,2,19,518,11
6,1,2,19,3123,96
6,1,2,19,3124,52
6,1,2,20,9001,335
6,1,2,20,9002,244
6,1,2,20,9003,0
6,1,2,20,9004,2
6,1,2,20,9005,3
6,1,2,20,9006,0
6,1,2,20,60,1
6,1,2,20,14,12
6,1,2,20,179,0
6,1,2,20,182,10
6,1,2,20,3119,1
6,1,2,20,3122,10
6,1,2,20,3120,0
6,1,2,20,3118,42
6,1,2,20,518,13
6,1,2,20,3123,89
6,1,2,20,3124,52
6,1,2,21,9001,335
6,1,2,21,9002,0
6,1,2,21,9003,0
6,1,2,21,9004,9
6,1,2,21,9005,6
6,1,2,21,9006,0
6,1,2,21,60,0
6,1,2,21,14,10
6,1,2,21,179,1
6,1,2,21,182,11
6,1,2,21,3119,1
6,1,2,21,3122,12
6,1,2,21,3120,1
6,1,2,21,3118,47
6,1,2,21,518,14
6,1,2,21,3123,94
6,1,2,21,3124,42
6,1,2,22,9001,335
6,1,2,22,9002,250
6,1,2,22,9003,0
6,1,2,22,9004,11
6,1,2,22,9005,2
6,1,2,22,9006,1
6,1,2,22,60,1
6,1,2,22,14,12
6,1,2,22,179,0
6,1,2,22,182,5
6,1,2,22,3119,0
6,1,2,22,3122,3
6,1,2,22,3120,1
6,1,2,22,3118,45
6,1,2,22,518,20
6,1,2,22,3123,97
6,1,2,22,3124,52
6,1,2,23,9001,335
6,1,2,23,9002,246
6,1,2,23,9003,0
6,1,2,23,9004,3
6,1,2,23,9005,6
6,1,2,23,9006,0
6,1,2,23,60,0
6,1,2,23,14,19
6,1,2,23,179,1
6,1,2,23,182,10
6,1,2,23,3119,1
6,1,2,23,3122,14
6,1,2,23,3120,1
6,1,2,23,3118,39
6,1,2,23,518,15
6,1,2,23,3123,84
6,1,2,23,3124,44
6,1,2,24,9001,335
6,1,2,24,9002,247
6,1,2,24,9003,0
6,1,2,24,9004,13
6,1,2,24,9005,6
6,1,2,24,9006,0
6,1,2,24,60,1
6,1,2,24,14,15
6,1,2,24,179,4
6,1,2,24,182,10
6,1,2,24,3119,2
6,1,2,24,3122,14
6,1,2,24,3120,0
6,1,2,24,3118,39
6,1,2,24,518,15
6,1,2,24,3123,75
6,1,2,24,3124,53
6,1,2,25,9001,335
6,1,2,25,9002,245
6,1,2,25,9003,0
6,1,2,25,9004,15
6,1,2,25,9005,2
6,1,2,25,9006,0
6,1,2,25,60,2
6,1,2,25,14,9
6,1,2,25,179,4
6,1,2,25,182,12
6,1,2,25,3119,1
6,1,2,25,3122,4
6,1,2,25,3120,1
6,1,2,25,3118,53
6,1,2,25,518,18
6,1,2,25,3123,80
6,1,2,25,3124,44
6,1,2,26,9001,333
6,1,2,26,9002,0
6,1,2,26,9003,0
6,1,2,26,9004,3
6,1,2,26,9005,3
6,1,2,26,9006,0
6,1,2,26,60,1
6,1,2,26,14,16
6,1,2,26,179,4
6,1,2,26,182,13
6,1,2,26,3119,1
6,1,2,26,3122,6
6,1,2,26,3120,1
6,1,2,26,3118,44
6,1,2,26,518,13
6,1,2,26,3123,81
6,1,2,26,3124,43
6,1,2,27,9001,334
6,1,2,27,9002,0
6,1,2,27,9003,0
6,1,2,27,9004,4
6,1,2,27,9005,3
6,1,2,27,9006,0
6,1,2,27,60,3
6,1,2,27,14,10
6,1,2,27,179,4
6,1,2,27,182,7
6,1,2,27,3119,2
6,1,2,27,3122,9
6,1,2,27,3120,0
6,1,2,27,3118,43
6,1,2,27,518,14
6,1,2,27,3123,84
6,1,2,27,3124,61
6,1,3,28,9001,343
6,1,3,28,9002,0
6,1,3,28,9003,0
6,1,3,28,9004,16
6,1,3,28,9005,5
6,1,3,28,9006,0
6,1,3,28,60,1
6,1,3,28,14,9
6,1,3,28,179,7
6,1,3,28,182,3
6,1,3,28,3119,1
6,1,3,28,3122,10
6,1,3,28,3120,1
6,1,3,28,3118,44
6,1,3,28,518,19
6,1,3,28,3123,85
6,1,3,28,3124,46
6,1,3,29,9001,343
6,1,3,29,9002,0
6,1,3,29,9003,0
6,1,3,29,9004,3
6,1,3,29,9005,5
6,1,3,29,9006,0
6,1,3,29,60,7
6,1,3,29,14,16
6,1,3,29,179,2
6,1,3,29,182,7
6,1,3,29,3119,2
6,1,3,29,3122,13
6,1,3,29,3120,1
6,1,3,29,3118,41
6,1,3,29,518,13
6,1,3,29,3123,90
6,1,3,29,3124,51
6,1,3,30,9001,343
6,1,3,30,9002,254
6,1,3,30,9003,0
6,1,3,30,9004,8
6,1,3,30,9005,4
6,1,3,30,9006,0
6,1,3,30,60,1
6,1,3,30,14,8
6,1,3,30,179,4
6,1,3,30,182,14
6,1,3,30,3119,2
6,1,3,30,3122,13
6,1,3,30,3120,2
6,1,3,30,3118,45
6,1,3,30,518,9
6,1,3,30,3123,84
6,1,3,30,3124,60
6,1,3,31,9001,342
6,1,3,31,9002,241
6,1,3,31,9003,0
6,1,3,31,9004,12
6,1,3,31,9005,0
6,1,3,31,9006,0
6,1,3,31,60,2
6,1,3,31,14,11
6,1,3,31,179,3
6,1,3,31,182,8
6,1,3,31,3119,0
6,1,3,31,3122,8
6,1,3,31,3120,0
6,1,3,31,3118,38
6,1,3,31,518,11
6,1,3,31,3123,92
6,1,3,31,3124,56
6,1,3,32,9001,343
6,1,3,32,9002,269
6,1,3,32,9003,0
6,1,3,32,9004,13
6,1,3,32,9005,4
6,1,3,32,9006,0
6,1,3,32,60,0
6,1,3,32,14,15
6,1,3,32,179,6
6,1,3,32,182,8
6,1,3,32,3119,1
6,1,3,32,3122,8
6,1,3,32,3120,1
6,1,3,32,3118,59
6,1,3,32,518,5
6,1,3,32,3123,107
6,1,3,32,3124,42
6,1,3,33,9001,343
6,1,3,33,9002,265
6,1,3,33,9003,0
6,1,3,33,9004,17
6,1,3,33,9005,1
6,1,3,33,9006,0
6,1,3,33,60,1
6,1,3,33,14,16
6,1,3,33,179,4
6,1,3,33,182,15
6,1,3,33,3119,0
6,1,3,33,3122,14
6,1,3,33,3120,1
6,1,3,33,3118,50
6,1,3,33,518,17
6,1,3,33,3123,88
6,1,3,33,3124,41
6,1,3,34,9001,343
6,1,3,34,9002,0
6,1,3,34,9003,0
6,1,3,34,9004,13
6,1,3,34,9005,6
6,1,3,34,9006,0
6,1,3,34,60,2
6,1,3,34,14,16
6,1,3,34,179,9
6,1,3,34,182,21
6,1,3,34,3119,2
6,1,3,34,3122,7
6,1,3,34,3120,0
6,1,3,34,3118,35
6,1,3,34,518,10
6,1,3,34,3123,86
6,1,3,34,3124,40
6,1,3,35,9001,343
6,1,3,35,9002,246
6,1,3,35,9003,0
6,1,3,35,9004,13
6,1,3,35,9005,2
6,1,3,35,9006,0
6,1,3,35,60,4
6,1,3,35,14,19
6,1,3,35,179,3
6,1,3,35,182,7
6,1,3,35,3119,4
6,1,3,35,3122,7
6,1,3,35,3120,1
6,1,3,35,3118,24
6,1,3,35,518,11
6,1,3,35,3123,101
6,1,3,35,3124,50
6,1,3,36,9001,342
6,1,3,36,9002,262
6,1,3,36,9003,0
6,1,3,36,9004,20
6,1,3,36,9005,6
6,1,3,36,9006,0
6,1,3,36,60,4
6,1,3,36,14,22
6,1,3,36,179,6
6,1,3,36,182,13
6,1,3,36,3119,0
6,1,3,36,3122,12
6,1,3,36,3120,0
6,1,3,36,3118,43
6,1,3,36,518,9
6,1,3,36,3123,73
6,1,3,36,3124,46
6,1,3,37,9001,341
6,1,3,37,9002,0
6,1,3,37,9003,0
6,1,3,37,9004,9
6,1,3,37,9005,7
6,1,3,37,9006,0
6,1,3,37,60,3
6,1,3,37,14,19
6,1,3,37,179,2
6,1,3,37,182,10
6,1,3,37,3119,1
6,1,3,37,3122,12
6,1,3,37,3120,4
6,1,3,37,3118,53
6,1,3,37,518,9
6,1,3,37,3123,86
6,1,3,37,3124,35
6,1,3,38,9001,342
6,1,3,38,9002,259
6,1,3,38,9003,0
6,1,3,38,9004,9
6,1,3,38,9005,4
6,1,3,38,9006,0
6,1,3,38,60,3
6,1,3,38,14,19
6,1,3,38,179,6
6,1,3,38,182,8
6,1,3,38,3119,0
6,1,3,38,3122,5
6,1,3,38,3120,1
6,1,3,38,3118,54
6,1,3,38,518,16
6,1,3,38,3123,82
6,1,3,38,3124,52
6,1,3,39,9001,342
6,1,3,39,9002,248
6,1,3,39,9003,0
6,1,3,39,9004,12
6,1,3,39,9005,3
6,1,3,39,9006,0
6,1,3,39,60,6
6,1,3,39,14,17
6,1,3,39,179,7
6,1,3,39,182,11
6,1,3,39,3119,1
6,1,3,39,3122,2
6,1,3,39,3120,1
6,1,3,39,3118,49
6,1,3,39,518,13
6,1,3,39,3123,90
6,1,3,39,3124,36
6,1,3,40,9001,342
6,1,3,40,9002,0
6,1,3,40,9003,1
6,1,3,40,9004,13
6,1,3,40,9005,5
6,1,3,40,9006,0
6,1,3,40,60,3
6,1,3,40,14,22
6,1,3,40,179,3
6,1,3,40,182,5
6,1,3,40,3119,10
6,1,3,40,3122,6
6,1,3,40,3120,0
6,1,3,40,3118,46
6,1,3,40,518,11
6,1,3,40,3123,92
6,1,3,40,3124,36
6,1,3,41,9001,342
6,1,3,41,9002,248
6,1,3,41,9003,0
6,1,3,41,9004,12
6,1,3,41,9005,3
6,1,3,41,9006,0
6,1,3,41,60,0
6,1,3,41,14,10
6,1,3,41,179,1
6,1,3,41,182,10
6,1,3,41,3119,1
6,1,3,41,3122,8
6,1,3,41,3120,2
6,1,3,41,3118,50
6,1,3,41,518,11
6,1,3,41,3123,99
6,1,3,41,3124,41
6,1,4,42,9001,338
6,1,4,42,9002,260
6,1,4,42,9003,0
6,1,4,42,9004,17
6,1,4,42,9005,5
6,1,4,42,9006,0
6,1,4,42,60,3
6,1,4,42,14,10
6,1,4,42,179,8
6,1,4,42,182,9
6,1,4,42,3119,0
6,1,4,42,3122,2
6,1,4,42,3120,0
6,1,4,42,3118,62
6,1,4,42,518,19
6,1,4,42,3123,82
6,1,4,42,3124,43
6,1,4,43,9001,338
6,1,4,43,9002,259
6,1,4,43,9003,0
6,1,4,43,9004,15
6,1,4,43,9005,3
6,1,4,43,9006,0
6,1,4,43,60,2
6,1,4,43,14,13
6,1,4,43,179,6
6,1,4,43,182,11
6,1,4,43,3119,2
6,1,4,43,3122,13
6,1,4,43,3120,3
6,1,4,43,3118,49
6,1,4,43,518,13
6,1,4,43,3123,73
6,1,4,43,3124,56
6,1,4,44,9001,338
6,1,4,44,9002,248
6,1,4,44,9003,0
6,1,4,44,9004,9
6,1,4,44,9005,8
6,1,4,44,9006,0
6,1,4,44,60,6
6,1,4,44,14,13
6,1,4,44,179,5
6,1,4,44,182,9
6,1,4,44,3119,1
6,1,4,44,3122,9
6,1,4,44,3120,0
6,1,4,44,3118,39
6,1,4,44,518,18
6,1,4,44,3123,89
6,1,4,44,3124,42
6,1,4,45,9001,338
6,1,4,45,9002,0
6,1,4,45,9003,0
6,1,4,45,9004,5
6,1,4,45,9005,2
6,1,4,45,9006,0
6,1,4,45,60,1
6,1,4,45,14,14
6,1,4,45,179,8
6,1,4,45,182,8
6,1,4,45,3119,2
6,1,4,45,3122,10
6,1,4,45,3120,2
6,1,4,45,3118,51
6,1,4,45,518,10
6,1,4,45,3123,94
6,1,4,45,3124,27
6,1,4,46,9001,338
6,1,4,46,9002,0
6,1,4,46,9003,0
6,1,4,46,9004,14
6,1,4,46,9005,1
6,1,4,46,9006,0
6,1,4,46,60,5
6,1,4,46,14,14
6,1,4,46,179,4
6,1,4,46,182,6
6,1,4,46,3119,0
6,1,4,46,3122,4
6,1,4,46,3120,1
6,1,4,46,3118,52
6,1,4,46,518,0
6,1,4,46,3123,90
6,1,4,46,3124,52
6,1,4,47,9001,337
6,1,4,47,9002,0
6,1,4,47,9003,0
6,1,4,47,9004,15
6,1,4,47,9005,2
6,1,4,47,9006,0
6,1,4,47,60,4
6,1,4,47,14,15
6,1,4,47,179,4
6,1,4,47,182,6
6,1,4,47,3119,0
6,1,4,47,3122,12
6,1,4,47,3120,0
6,1,4,47,3118,58
6,1,4,47,518,7
6,1,4,47,3123,74
6,1,4,47,3124,48
6,1,4,48,9001,338
6,1,4,48,9002,250
6,1,4,48,9003,1
6,1,4,48,9004,19
6,1,4,48,9005,5
6,1,4,48,9006,0
6,1,4,48,60,1
6,1,4,48,14,16
6,1,4,48,179,2
6,1,4,48,182,5
6,1,4,48,3119,2
6,1,4,48,3122,10
6,1,4,48,3120,0
6,1,4,48,3118,47
6,1,4,48,518,17
6,1,4,48,3123,79
6,1,4,48,3124,45
6,1,4,49,9001,337
6,1,4,49,9002,245
6,1,4,49,9003,0
6,1,4,49,9004,19
6,1,4,49,9005,1
6,1,4,49,9006,0
6,1,4,49,60,5
6,1,4,49,14,8
6,1,4,49,179,5
6,1,4,49,182,4
6,1,4,49,3119,0
6,1,4,49,3122,6
6,1,4,49,3120,1
6,1,4,49,3118,45
6,1,4,49,518,11
6,1,4,49,3123,92
6,1,4,49,3124,48
6,1,4,50,9001,338
6,1,4,50,9002,0
6,1,4,50,9003,0
6,1,4,50,9004,24
6,1,4,50,9005,3
6,1,4,50,9006,1
6,1,4,50,60,3
6,1,4,50,14,11
6,1,4,50,179,7
6,1,4,50,182,6
6,1,4,50,3119,0
6,1,4,50,3122,6
6,1,4,50,3120,2
6,1,4,50,3118,48
6,1,4,50,518,8
6,1,4,50,3123,79
6,1,4,50,3124,52
6,1,4,51,9001,338
6,1,4,51,9002,266
6,1,4,51,9003,0
6,1,4,51,9004,16
6,1,4,51,9005,3
6,1,4,51,9006,0
6,1,4,51,60,0
6,1,4,51,14,15
6,1,4,51,179,4
6,1,4,51,182,13
6,1,4,51,3119,0
6,1,4,51,3122,12
6,1,4,51,3120,0
6,1,4,51,3118,43
6,1,4,51,518,10
6,1,4,51,3123,95
6,1,4,51,3124,55
6,1,4,52,9001,338
6,1,4,52,9002,250
6,1,4,52,9003,0
6,1,4,52,9004,14
6,1,4,52,9005,4
6,1,4,52,9006,0
6,1,4,52,60,1
6,1,4,52,14,10
6,1,4,52,179,7
6,1,4,52,182,7
6,1,4,52,3119,1
6,1,4,52,3122,9
6,1,4,52,3120,1
6,1,4,52,3118,45
6,1,4,52,518,21
6,1,4,52,3123,87
6,1,4,52,3124,43
6,1,4,53,9001,339
6,1,4,53,9002,256
6,1,4,53,9003,1
6,1,4,53,9004,9
6,1,4,53,9005,2
6,1,4,53,9006,0
6,1,4,53,60,2
6,1,4,53,14,17
6,1,4,53,179,3
6,1,4,53,182,10
6,1,4,53,3119,0
6,1,4,53,3122,14
6,1,4,53,3120,0
6,1,4,53,3118,69
6,1,4,53,518,10
6,1,4,53,3123,83
6,1,4,53,3124,36
6,1,4,54,9001,338
6,1,4,54,9002,0
6,1,4,54,9003,1
6,1,4,54,9004,10
6,1,4,54,9005,7
6,1,4,54,9006,0
6,1,4,54,60,3
6,1,4,54,14,10
6,1,4,54,179,1
6,1,4,54,182,12
6,1,4,54,3119,3
6,1,4,54,3122,14
6,1,4,54,3120,1
6,1,4,54,3118,44
6,1,4,54,518,11
6,1,4,54,3123,89
6,1,4,54,3124,42
6,1,4,55,9001,338
6,1,4,55,9002,0
6,1,4,55,9003,0
6,1,4,55,9004,6
6,1,4,55,9005,2
6,1,4,55,9006,0
6,1,4,55,60,0
6,1,4,55,14,13
6,1,4,55,179,4
6,1,4,55,182,8
6,1,4,55,3119,0
6,1,4,55,3122,14
6,1,4,55,3120,1
6,1,4,55,3118,53
6,1,4,55,518,15
6,1,4,55,3123,82
6,1,4,55,3124,44
6,1,4,56,9001,337
6,1,4,56,9002,0
6,1,4,56,9003,0
6,1,4,56,9004,20
6,1,4,56,9005,9
6,1,4,56,9006,0
6,1,4,56,60,1
6,1,4,56,14,11
6,1,4,56,179,2
6,1,4,56,182,11
6,1,4,56,3119,0
6,1,4,56,3122,12
6,1,4,56,3120,1
6,1,4,56,3118,51
6,1,4,56,518,15
6,1,4,56,3123,76
6,1,4,56,3124,52
6,1,4,57,9001,337
6,1,4,57,9002,0
6,1,4,57,9003,0
6,1,4,57,9004,16
6,1,4,57,9005,2
6,1,4,57,9006,0
6,1,4,57,60,0
6,1,4,57,14,14
6,1,4,57,179,2
6,1,4,57,182,7
6,1,4,57,3119,1
6,1,4,57,3122,6
6,1,4,57,3120,2
6,1,4,57,3118,51
6,1,4,57,518,15
6,1,4,57,3123,86
6,1,4,57,3124,38
6,1,4,58,9001,337
6,1,4,58,9002,0
6,1,4,58,9003,0
6,1,4,58,9004,16
6,1,4,58,9005,7
6,1,4,58,9006,0
6,1,4,58,60,1
6,1,4,58,14,10
6,1,4,58,179,6
6,1,4,58,182,14
6,1,4,58,3119,2
6,1,4,58,3122,10
6,1,4,58,3120,0
6,1,4,58,3118,46
6,1,4,58,518,11
6,1,4,58,3123,89
6,1,4,58,3124,51
6,1,0005A,59,9001,346
6,1,0005A,59,9002,0
6,1,0005A,59,9003,0
6,1,0005A,59,9004,28
6,1,0005A,59,9005,1
6,1,0005A,59,9006,0
6,1,0005A,59,60,3
6,1,0005A,59,14,14
6,1,0005A,59,179,2
6,1,0005A,59,182,7
6,1,0005A,59,3119,0
6,1,0005A,59,3122,11
6,1,0005A,59,3120,2
6,1,0005A,59,3118,83
6,1,0005A,59,518,5
6,1,0005A,59,3123,71
6,1,0005A,59,3124,39
6,1,0005A,60,9001,347
6,1,0005A,60,9002,0
6,1,0005A,60,9003,0
6,1,0005A,60,9004,15
6,1,0005A,60,9005,3
6,1,0005A,60,9006,0
6,1,0005A,60,60,1
6,1,0005A,60,14,19
6,1,0005A,60,179,2
6,1,0005A,60,182,8
6,1,0005A,60,3119,1
6,1,0005A,60,3122,5
6,1,0005A,60,3120,0
6,1,0005A,60,3118,90
6,1,0005A,60,518,7
6,1,0005A,60,3123,91
6,1,0005A,60,3124,29
6,1,0005A,61,9001,347
6,1,0005A,61,9002,267
6,1,0005A,61,9003,0
6,1,0005A,61,9004,21
6,1,0005A,61,9005,1
6,1,0005A,61,9006,0
6,1,0005A,61,60,5
6,1,0005A,61,14,10
6,1,0005A,61,179,5
6,1,0005A,61,182,16
6,1,0005A,61,3119,0
6,1,0005A,61,3122,10
6,1,0005A,61,3120,1
6,1,0005A,61,3118,87
6,1,0005A,61,518,12
6,1,0005A,61,3123,56
6,1,0005A,61,3124,44
6,1,0005A,62,9001,347
6,1,0005A,62,9002,268
6,1,0005A,62,9003,0
6,1,0005A,62,9004,2
6,1,0005A,62,9005,2
6,1,0005A,62,9006,0
6,1,0005A,62,60,4
6,1,0005A,62,14,10
6,1,0005A,62,179,5
6,1,0005A,62,182,8
6,1,0005A,62,3119,4
6,1,0005A,62,3122,12
6,1,0005A,62,3120,1
6,1,0005A,62,3118,77
6,1,0005A,62,518,6
6,1,0005A,62,3123,78
6,1,0005A,62,3124,33
6,1,0005A,63,9001,347
6,1,0005A,63,9002,280
6,1,0005A,63,9003,0
6,1,0005A,63,9004,19
6,1,0005A,63,9005,1
6,1,0005A,63,9006,0
6,1,0005A,63,60,7
6,1,0005A,63,14,14
6,1,0005A,63,179,7
6,1,0005A,63,182,12
6,1,0005A,63,3119,0
6,1,0005A,63,3122,14
6,1,0005A,63,3120,0
6,1,0005A,63,3118,87
6,1,0005A,63,518,7
6,1,0005A,63,3123,77
6,1,0005A,63,3124,35
6,1,0005A,64,9001,347
6,1,0005A,64,9002,0
6,1,0005A,64,9003,0
6,1,0005A,64,9004,27
6,1,0005A,64,9005,4
6,1,0005A,64,9006,0
6,1,0005A,64,60,2
6,1,0005A,64,14,17
6,1,0005A,64,179,4
