codigo_provincia,provincia,codigo_departamento,departamento,codigo_partido,partido,lista_interna,agrupacion,votos
6,CHACO,4,Gral. Donovan,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,4362
6,CHACO,4,Gral. Donovan,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,46
6,CHACO,4,Gral. Donovan,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,44
6,CHACO,4,Gral. Donovan,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,114
6,CHACO,4,Gral. Donovan,3123,UNION POR CHACO,LISTA A - UNIDAD,519,1950
6,CHACO,4,Gral. Donovan,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,862
6,CHACO,4,Gral. Donovan,9001,ELECTORES,,9001,10379
6,CHACO,4,Gral. Donovan,9002,VOTANTES,,9002,6213
6,CHACO,4,Gral. Donovan,9003,VOTOS IMPUGNADOS,,9003,4
6,CHACO,4,Gral. Donovan,9004,VOTOS BLANCOS,,9004,396
6,CHACO,4,Gral. Donovan,9005,VOTOS NULOS,,9005,77
6,CHACO,4,Gral. Donovan,9006,VOTOS RECURRIDOS,,9006,1
6,CHACO,4,Gral. Donovan,9007,EMPADRONADOS,,9007,11031
6,CHACO,5,Sgto. Cabral,14,PARTIDO OBRERO,,14,34
6,CHACO,5,Sgto. Cabral,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,103
6,CHACO,5,Sgto. Cabral,179,PARTIDO CIUDADANOS A GOBERNAR,,179,280
6,CHACO,5,Sgto. Cabral,182,PROYECTO SUR,,182,50
6,CHACO,5,Sgto. Cabral,518,FRENTE CIVICO PRO CHACO,,518,42
6,CHACO,5,Sgto. Cabral,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,4881
6,CHACO,5,Sgto. Cabral,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,45
6,CHACO,5,Sgto. Cabral,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,50
6,CHACO,5,Sgto. Cabral,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,238
6,CHACO,5,Sgto. Cabral,3123,UNION POR CHACO,LISTA A - UNIDAD,519,1944
6,CHACO,5,Sgto. Cabral,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,640
6,CHACO,5,Sgto. Cabral,9001,ELECTORES,,9001,11848
6,CHACO,5,Sgto. Cabral,9002,VOTANTES,,9002,5298
6,CHACO,5,Sgto. Cabral,9003,VOTOS IMPUGNADOS,,9003,1
6,CHACO,5,Sgto. Cabral,9004,VOTOS BLANCOS,,9004,429
6,CHACO,5,Sgto. Cabral,9005,VOTOS NULOS,,9005,46
6,CHACO,5,Sgto. Cabral,9006,VOTOS RECURRIDOS,,9006,2
6,CHACO,5,Sgto. Cabral,9007,EMPADRONADOS,,9007,13505
6,CHACO,6,Pcia. de la Plaza,14,PARTIDO OBRERO,,14,14
6,CHACO,6,Pcia. de la Plaza,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,51
6,CHACO,6,Pcia. de la Plaza,179,PARTIDO CIUDADANOS A GOBERNAR,,179,9
6,CHACO,6,Pcia. de la Plaza,182,PROYECTO SUR,,182,13
6,CHACO,6,Pcia. de la Plaza,518,FRENTE CIVICO PRO CHACO,,518,13
6,CHACO,6,Pcia. de la Plaza,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,1102
6,CHACO,6,Pcia. de la Plaza,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,17
6,CHACO,6,Pcia. de la Plaza,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,54
6,CHACO,6,Pcia. de la Plaza,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,38
6,CHACO,6,Pcia. de la Plaza,3123,UNION POR CHACO,LISTA A - UNIDAD,519,857
6,CHACO,6,Pcia. de la Plaza,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,305
6,CHACO,6,Pcia. de la Plaza,9001,ELECTORES,,9001,3925
6,CHACO,6,Pcia. de la Plaza,9002,VOTANTES,,9002,2122
6,CHACO,6,Pcia. de la Plaza,9003,VOTOS IMPUGNADOS,,9003,0
6,CHACO,6,Pcia. de la Plaza,9004,VOTOS BLANCOS,,9004,179
6,CHACO,6,Pcia. de la Plaza,9005,VOTOS NULOS,,9005,36
6,CHACO,6,Pcia. de la Plaza,9006,VOTOS RECURRIDOS,,9006,0
6,CHACO,6,Pcia. de la Plaza,9007,EMPADRONADOS,,9007,9276
6,CHACO,7,Bermejo,14,PARTIDO OBRERO,,14,153
6,CHACO,7,Bermejo,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,210
6,CHACO,7,Bermejo,179,PARTIDO CIUDADANOS A GOBERNAR,,179,61
6,CHACO,7,Bermejo,182,PROYECTO SUR,,182,329
6,CHACO,7,Bermejo,518,FRENTE CIVICO PRO CHACO,,518,152
6,CHACO,7,Bermejo,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,6825
6,CHACO,7,Bermejo,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,96
6,CHACO,7,Bermejo,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,98
6,CHACO,7,Bermejo,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,485
6,CHACO,7,Bermejo,3123,UNION POR CHACO,LISTA A - UNIDAD,519,3677
6,CHACO,7,Bermejo,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,1060
6,CHACO,7,Bermejo,9001,ELECTORES,,9001,19157
6,CHACO,7,Bermejo,9002,VOTANTES,,9002,12826
6,CHACO,7,Bermejo,9003,VOTOS IMPUGNADOS,,9003,0
6,CHACO,7,Bermejo,9004,VOTOS BLANCOS,,9004,692
6,CHACO,7,Bermejo,9005,VOTOS NULOS,,9005,119
6,CHACO,7,Bermejo,9006,VOTOS RECURRIDOS,,9006,0
6,CHACO,7,Bermejo,9007,EMPADRONADOS,,9007,21500
6,CHACO,8,Lib. Gral. San Martin,14,PARTIDO OBRERO,,14,192
6,CHACO,8,Lib. Gral. San Martin,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,508
6,CHACO,8,Lib. Gral. San Martin,179,PARTIDO CIUDADANOS A GOBERNAR,,179,49
6,CHACO,8,Lib. Gral. San Martin,182,PROYECTO SUR,,182,629
6,CHACO,8,Lib. Gral. San Martin,518,FRENTE CIVICO PRO CHACO,,518,205
6,CHACO,8,Lib. Gral. San Martin,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,14591
6,CHACO,8,Lib. Gral. San Martin,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,593
6,CHACO,8,Lib. Gral. San Martin,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,193
6,CHACO,8,Lib. Gral. San Martin,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,1153
6,CHACO,8,Lib. Gral. San Martin,3123,UNION POR CHACO,LISTA A - UNIDAD,519,7794
6,CHACO,8,Lib. Gral. San Martin,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,2651
6,CHACO,8,Lib. Gral. San Martin,9001,ELECTORES,,9001,41660
6,CHACO,8,Lib. Gral. San Martin,9002,VOTANTES,,9002,24999
6,CHACO,8,Lib. Gral. San Martin,9003,VOTOS IMPUGNADOS,,9003,7
6,CHACO,8,Lib. Gral. San Martin,9004,VOTOS BLANCOS,,9004,802
6,CHACO,8,Lib. Gral. San Martin,9005,VOTOS NULOS,,9005,270
6,CHACO,8,Lib. Gral. San Martin,9006,VOTOS RECURRIDOS,,9006,2
6,CHACO,8,Lib. Gral. San Martin,9007,EMPADRONADOS,,9007,45348
6,CHACO,9,Tapenaga,14,PARTIDO OBRERO,,14,10
6,CHACO,9,Tapenaga,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,7
6,CHACO,9,Tapenaga,179,PARTIDO CIUDADANOS A GOBERNAR,,179,5
6,CHACO,9,Tapenaga,182,PROYECTO SUR,,182,2
6,CHACO,9,Tapenaga,518,FRENTE CIVICO PRO CHACO,,518,5
6,CHACO,9,Tapenaga,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,1131
6,CHACO,9,Tapenaga,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,10
6,CHACO,9,Tapenaga,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,10
6,CHACO,9,Tapenaga,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,21
6,CHACO,9,Tapenaga,3123,UNION POR CHACO,LISTA A - UNIDAD,519,802
6,CHACO,9,Tapenaga,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,61
6,CHACO,9,Tapenaga,9001,ELECTORES,,9001,2901
6,CHACO,9,Tapenaga,9002,VOTANTES,,9002,1403
6,CHACO,9,Tapenaga,9003,VOTOS IMPUGNADOS,,9003,2
6,CHACO,9,Tapenaga,9004,VOTOS BLANCOS,,9004,53
6,CHACO,9,Tapenaga,9005,VOTOS NULOS,,9005,15
6,CHACO,9,Tapenaga,9006,VOTOS RECURRIDOS,,9006,1
6,CHACO,9,Tapenaga,9007,EMPADRONADOS,,9007,2901
6,CHACO,10,San Lorenzo,14,PARTIDO OBRERO,,14,44
6,CHACO,10,San Lorenzo,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,125
6,CHACO,10,San Lorenzo,179,PARTIDO CIUDADANOS A GOBERNAR,,179,14
6,CHACO,10,San Lorenzo,182,PROYECTO SUR,,182,36
6,CHACO,10,San Lorenzo,518,FRENTE CIVICO PRO CHACO,,518,50
6,CHACO,10,San Lorenzo,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,4384
6,CHACO,10,San Lorenzo,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,66
6,CHACO,10,San Lorenzo,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,98
6,CHACO,10,San Lorenzo,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,150
6,CHACO,10,San Lorenzo,3123,UNION POR CHACO,LISTA A - UNIDAD,519,1945
6,CHACO,10,San Lorenzo,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,698
6,CHACO,10,San Lorenzo,9001,ELECTORES,,9001,11759
6,CHACO,10,San Lorenzo,9002,VOTANTES,,9002,3789
6,CHACO,10,San Lorenzo,9003,VOTOS IMPUGNADOS,,9003,11
6,CHACO,10,San Lorenzo,9004,VOTOS BLANCOS,,9004,359
6,CHACO,10,San Lorenzo,9005,VOTOS NULOS,,9005,28
6,CHACO,10,San Lorenzo,9006,VOTOS RECURRIDOS,,9006,1
6,CHACO,10,San Lorenzo,9007,EMPADRONADOS,,9007,11759
6,CHACO,11,Mayor l.j. Fontana,14,PARTIDO OBRERO,,14,488
6,CHACO,11,Mayor l.j. Fontana,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,220
6,CHACO,11,Mayor l.j. Fontana,179,PARTIDO CIUDADANOS A GOBERNAR,,179,83
6,CHACO,11,Mayor l.j. Fontana,182,PROYECTO SUR,,182,198
6,CHACO,11,Mayor l.j. Fontana,518,FRENTE CIVICO PRO CHACO,,518,418
6,CHACO,11,Mayor l.j. Fontana,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,13507
6,CHACO,11,Mayor l.j. Fontana,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,747
6,CHACO,11,Mayor l.j. Fontana,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,354
6,CHACO,11,Mayor l.j. Fontana,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,472
6,CHACO,11,Mayor l.j. Fontana,3123,UNION POR CHACO,LISTA A - UNIDAD,519,8373
6,CHACO,11,Mayor l.j. Fontana,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,3770
6,CHACO,11,Mayor l.j. Fontana,9001,ELECTORES,,9001,42561
6,CHACO,11,Mayor l.j. Fontana,9002,VOTANTES,,9002,17505
6,CHACO,11,Mayor l.j. Fontana,9003,VOTOS IMPUGNADOS,,9003,1
6,CHACO,11,Mayor l.j. Fontana,9004,VOTOS BLANCOS,,9004,2566
6,CHACO,11,Mayor l.j. Fontana,9005,VOTOS NULOS,,9005,164
6,CHACO,11,Mayor l.j. Fontana,9006,VOTOS RECURRIDOS,,9006,1
6,CHACO,11,Mayor l.j. Fontana,9007,EMPADRONADOS,,9007,43895
6,CHACO,12,O Higgins,14,PARTIDO OBRERO,,14,42
6,CHACO,12,O Higgins,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,120
6,CHACO,12,O Higgins,179,PARTIDO CIUDADANOS A GOBERNAR,,179,8
6,CHACO,12,O Higgins,182,PROYECTO SUR,,182,21
6,CHACO,12,O Higgins,518,FRENTE CIVICO PRO CHACO,,518,46
6,CHACO,12,O Higgins,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,5254
6,CHACO,12,O Higgins,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,60
6,CHACO,12,O Higgins,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,130
6,CHACO,12,O Higgins,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,186
6,CHACO,12,O Higgins,3123,UNION POR CHACO,LISTA A - UNIDAD,519,3003
6,CHACO,12,O Higgins,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,752
6,CHACO,12,O Higgins,9001,ELECTORES,,9001,14693
6,CHACO,12,O Higgins,9002,VOTANTES,,9002,3799
6,CHACO,12,O Higgins,9003,VOTOS IMPUGNADOS,,9003,2
6,CHACO,12,O Higgins,9004,VOTOS BLANCOS,,9004,558
6,CHACO,12,O Higgins,9005,VOTOS NULOS,,9005,63
6,CHACO,12,O Higgins,9006,VOTOS RECURRIDOS,,9006,3
6,CHACO,12,O Higgins,9007,EMPADRONADOS,,9007,16088
6,CHACO,13,Cte. Fernandez,14,PARTIDO OBRERO,,14,484
6,CHACO,13,Cte. Fernandez,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,400
6,CHACO,13,Cte. Fernandez,179,PARTIDO CIUDADANOS A GOBERNAR,,179,152
6,CHACO,13,Cte. Fernandez,182,PROYECTO SUR,,182,262
6,CHACO,13,Cte. Fernandez,518,FRENTE CIVICO PRO CHACO,,518,546
6,CHACO,13,Cte. Fernandez,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,13568
6,CHACO,13,Cte. Fernandez,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,249
6,CHACO,13,Cte. Fernandez,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,853
6,CHACO,13,Cte. Fernandez,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,627
6,CHACO,13,Cte. Fernandez,3123,UNION POR CHACO,LISTA A - UNIDAD,519,14669
6,CHACO,13,Cte. Fernandez,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,15568
6,CHACO,13,Cte. Fernandez,9001,ELECTORES,,9001,70889
6,CHACO,13,Cte. Fernandez,9002,VOTANTES,,9002,35053
6,CHACO,13,Cte. Fernandez,9003,VOTOS IMPUGNADOS,,9003,21
6,CHACO,13,Cte. Fernandez,9004,VOTOS BLANCOS,,9004,3085
6,CHACO,13,Cte. Fernandez,9005,VOTOS NULOS,,9005,585
6,CHACO,13,Cte. Fernandez,9006,VOTOS RECURRIDOS,,9006,7
6,CHACO,13,Cte. Fernandez,9007,EMPADRONADOS,,9007,70889
6,CHACO,14,Quitilipi,14,PARTIDO OBRERO,,14,171
6,CHACO,14,Quitilipi,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,168
6,CHACO,14,Quitilipi,179,PARTIDO CIUDADANOS A GOBERNAR,,179,45
6,CHACO,14,Quitilipi,182,PROYECTO SUR,,182,94
6,CHACO,14,Quitilipi,518,FRENTE CIVICO PRO CHACO,,518,146
6,CHACO,14,Quitilipi,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,6852
6,CHACO,14,Quitilipi,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,142
6,CHACO,14,Quitilipi,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,171
6,CHACO,14,Quitilipi,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,287
6,CHACO,14,Quitilipi,3123,UNION POR CHACO,LISTA A - UNIDAD,519,4993
6,CHACO,14,Quitilipi,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,2207
6,CHACO,14,Quitilipi,9001,ELECTORES,,9001,24111
6,CHACO,14,Quitilipi,9002,VOTANTES,,9002,14613
6,CHACO,14,Quitilipi,9003,VOTOS IMPUGNADOS,,9003,1
6,CHACO,14,Quitilipi,9004,VOTOS BLANCOS,,9004,826
6,CHACO,14,Quitilipi,9005,VOTOS NULOS,,9005,49
6,CHACO,14,Quitilipi,9006,VOTOS RECURRIDOS,,9006,0
6,CHACO,14,Quitilipi,9007,EMPADRONADOS,,9007,25480
6,CHACO,15,25 de Mayo,14,PARTIDO OBRERO,,14,74
6,CHACO,15,25 de Mayo,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,129
6,CHACO,15,25 de Mayo,179,PARTIDO CIUDADANOS A GOBERNAR,,179,18
6,CHACO,15,25 de Mayo,182,PROYECTO SUR,,182,89
6,CHACO,15,25 de Mayo,518,FRENTE CIVICO PRO CHACO,,518,205
6,CHACO,15,25 de Mayo,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,7236
6,CHACO,15,25 de Mayo,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,110
6,CHACO,15,25 de Mayo,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,132
6,CHACO,15,25 de Mayo,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,178
6,CHACO,15,25 de Mayo,3123,UNION POR CHACO,LISTA A - UNIDAD,519,3391
6,CHACO,15,25 de Mayo,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,1242
6,CHACO,15,25 de Mayo,9001,ELECTORES,,9001,19519
6,CHACO,15,25 de Mayo,9002,VOTANTES,,9002,7132
6,CHACO,15,25 de Mayo,9003,VOTOS IMPUGNADOS,,9003,11
6,CHACO,15,25 de Mayo,9004,VOTOS BLANCOS,,9004,514
6,CHACO,15,25 de Mayo,9005,VOTOS NULOS,,9005,54
6,CHACO,15,25 de Mayo,9006,VOTOS RECURRIDOS,,9006,12
6,CHACO,15,25 de Mayo,9007,EMPADRONADOS,,9007,22282
6,CHACO,16,Maipu,14,PARTIDO OBRERO,,14,73
6,CHACO,16,Maipu,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,74
6,CHACO,16,Maipu,179,PARTIDO CIUDADANOS A GOBERNAR,,179,23
6,CHACO,16,Maipu,182,PROYECTO SUR,,182,48
6,CHACO,16,Maipu,518,FRENTE CIVICO PRO CHACO,,518,171
6,CHACO,16,Maipu,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,5130
6,CHACO,16,Maipu,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,282
6,CHACO,16,Maipu,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,118
6,CHACO,16,Maipu,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,275
6,CHACO,16,Maipu,3123,UNION POR CHACO,LISTA A - UNIDAD,519,2416
6,CHACO,16,Maipu,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,2383
6,CHACO,16,Maipu,9001,ELECTORES,,9001,18085
6,CHACO,16,Maipu,9002,VOTANTES,,9002,7879
6,CHACO,16,Maipu,9003,VOTOS IMPUGNADOS,,9003,2
6,CHACO,16,Maipu,9004,VOTOS BLANCOS,,9004,821
6,CHACO,16,Maipu,9005,VOTOS NULOS,,9005,48
6,CHACO,16,Maipu,9006,VOTOS RECURRIDOS,,9006,0
6,CHACO,16,Maipu,9007,EMPADRONADOS,,9007,19115
6,CHACO,17,Independencia,14,PARTIDO OBRERO,,14,37
6,CHACO,17,Independencia,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,243
6,CHACO,17,Independencia,179,PARTIDO CIUDADANOS A GOBERNAR,,179,114
6,CHACO,17,Independencia,182,PROYECTO SUR,,182,30
6,CHACO,17,Independencia,518,FRENTE CIVICO PRO CHACO,,518,59
6,CHACO,17,Independencia,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,5895
6,CHACO,17,Independencia,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,121
6,CHACO,17,Independencia,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,135
6,CHACO,17,Independencia,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,142
6,CHACO,17,Independencia,3123,UNION POR CHACO,LISTA A - UNIDAD,519,3000
6,CHACO,17,Independencia,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,870
6,CHACO,17,Independencia,9001,ELECTORES,,9001,16020
6,CHACO,17,Independencia,9002,VOTANTES,,9002,9785
6,CHACO,17,Independencia,9003,VOTOS IMPUGNADOS,,9003,1
6,CHACO,17,Independencia,9004,VOTOS BLANCOS,,9004,516
6,CHACO,17,Independencia,9005,VOTOS NULOS,,9005,21
6,CHACO,17,Independencia,9006,VOTOS RECURRIDOS,,9006,0
6,CHACO,17,Independencia,9007,EMPADRONADOS,,9007,16362
6,CHACO,18,Gral. Belgrano,14,PARTIDO OBRERO,,14,46
6,CHACO,18,Gral. Belgrano,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,37
6,CHACO,18,Gral. Belgrano,179,PARTIDO CIUDADANOS A GOBERNAR,,179,13
6,CHACO,18,Gral. Belgrano,182,PROYECTO SUR,,182,16
6,CHACO,18,Gral. Belgrano,518,FRENTE CIVICO PRO CHACO,,518,35
6,CHACO,18,Gral. Belgrano,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,3793
6,CHACO,18,Gral. Belgrano,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,26
6,CHACO,18,Gral. Belgrano,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,37
6,CHACO,18,Gral. Belgrano,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,44
6,CHACO,18,Gral. Belgrano,3123,UNION POR CHACO,LISTA A - UNIDAD,519,1434
6,CHACO,18,Gral. Belgrano,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,191
6,CHACO,18,Gral. Belgrano,9001,ELECTORES,,9001,8519
6,CHACO,18,Gral. Belgrano,9002,VOTANTES,,9002,1925
6,CHACO,18,Gral. Belgrano,9003,VOTOS IMPUGNADOS,,9003,0
6,CHACO,18,Gral. Belgrano,9004,VOTOS BLANCOS,,9004,291
6,CHACO,18,Gral. Belgrano,9005,VOTOS NULOS,,9005,15
6,CHACO,18,Gral. Belgrano,9006,VOTOS RECURRIDOS,,9006,0
6,CHACO,18,Gral. Belgrano,9007,EMPADRONADOS,,9007,8519
6,CHACO,19,9 de Julio,14,PARTIDO OBRERO,,14,100
6,CHACO,19,9 de Julio,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,46
6,CHACO,19,9 de Julio,179,PARTIDO CIUDADANOS A GOBERNAR,,179,22
6,CHACO,19,9 de Julio,182,PROYECTO SUR,,182,43
6,CHACO,19,9 de Julio,518,FRENTE CIVICO PRO CHACO,,518,128
6,CHACO,19,9 de Julio,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,7819
6,CHACO,19,9 de Julio,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,49
6,CHACO,19,9 de Julio,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,99
6,CHACO,19,9 de Julio,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,100
6,CHACO,19,9 de Julio,3123,UNION POR CHACO,LISTA A - UNIDAD,519,4789
6,CHACO,19,9 de Julio,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,1254
6,CHACO,19,9 de Julio,9001,ELECTORES,,9001,19868
6,CHACO,19,9 de Julio,9002,VOTANTES,,9002,14853
6,CHACO,19,9 de Julio,9003,VOTOS IMPUGNADOS,,9003,5
6,CHACO,19,9 de Julio,9004,VOTOS BLANCOS,,9004,427
6,CHACO,19,9 de Julio,9005,VOTOS NULOS,,9005,123
6,CHACO,19,9 de Julio,9006,VOTOS RECURRIDOS,,9006,5
6,CHACO,19,9 de Julio,9007,EMPADRONADOS,,9007,22116
6,CHACO,20,Chacabuco,14,PARTIDO OBRERO,,14,185
6,CHACO,20,Chacabuco,60,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD,,60,89
6,CHACO,20,Chacabuco,179,PARTIDO CIUDADANOS A GOBERNAR,,179,42
6,CHACO,20,Chacabuco,182,PROYECTO SUR,,182,94
6,CHACO,20,Chacabuco,518,FRENTE CIVICO PRO CHACO,,518,226
6,CHACO,20,Chacabuco,3118,FRENTE PARA LA VICTORIA,LISTA K - 17 DE OCTUBRE,501,7484
6,CHACO,20,Chacabuco,3119,FRENTE PARA LA VICTORIA,LISTA B - JUAN DOMINGO CHACO,501,90
6,CHACO,20,Chacabuco,3120,FRENTE PARA LA VICTORIA,LISTA H - MODELO ARGENTINO,501,222
6,CHACO,20,Chacabuco,3122,FRENTE PARA LA VICTORIA,LISTA C - UNIDAD Y LEALTAD,501,470
6,CHACO,20,Chacabuco,3123,UNION POR CHACO,LISTA A - UNIDAD,519,6500
6,CHACO,20,Chacabuco,3124,UNION POR CHACO,LISTA B - SOMOS PARTE,519,1222
6,CHACO,20,Chacabuco,9001,ELECTORES,,9001,23705
6,CHACO,20,Chacabuco,9002,VOTANTES,,9002,13855
6,CHACO,20,Chacabuco,9003,VOTOS IMPUGNADOS,,9003,5
6,CHACO,20,Chacabuco,9004,VOTOS BLANCOS,,9004,1237
6,CHACO,20,Chacabuco,9005,VOTOS NULOS,,9005,121
6,CHACO,20,Chacabuco,9006,VOTOS RECURRIDOS,,9006,0
6,CHACO,20,Chacabuco,9007,EMPADRONADOS,,9007,23705
6,CHACO,21,12 de Octubre,14,PARTIDO OBRERO,,14,61
